100030,001,영어회화,다니엘쉐리든,제2인문관-207[월 5-6]
100030,002,영어회화,찰스,제2인문관-208[월 5-6]
100030,003,영어회화,얀커트,제2인문관-409[월 5-6]
100030,004,영어회화,다니엘블리드,제2인문관-508[월 5-6]
100030,005,영어회화,닐햄,제2인문관-410[월 5-6]
100030,006,영어회화,아데,제2인문관-412[월 5-6]
100030,007,영어회화,데이비드스크래그즈,제2인문관-311[월 1-2]
100030,008,영어회화,제이하프,제2인문관-508[월 1-2]
100030,009,영어회화,리크레이그존,제1인문관-610[화 2-3]
100030,010,영어회화,폴포터,제2인문관-508[화 2-3]
100030,011,영어회화,해즐턴새뮤얼깁스,제1인문관-414[월 1-2]
100030,012,영어회화,팀멘기니,제1인문관-504[월 1-2]
100030,013,영어회화,케이티,생활과학관-505[월 1-2]
100030,014,영어회화,다니엘쉐리든,제2인문관-511-1[월 1-2]
100030,015,영어회화,찰스,제1인문관-610[월 1-2]
100030,016,영어회화,얀커트,제2인문관-507[월 1-2]
100030,017,영어회화,다니엘쉐리든,제1인문관-314[목 2-3]
100030,018,영어회화,찰스,제2인문관-508[목 2-3]
100030,019,영어회화,다니엘블리드,법정관-305[월 1-2]
100030,020,영어회화,닐햄,법정관-112[월 1-2]
100030,021,영어회화,아데,법정관-207[월 1-2]
100030,022,영어회화,데이비드스크래그즈,법정관-112[월 5-6]
100030,023,영어회화,제이하프,법정관-207[월 5-6]
100030,024,영어회화,다니엘쉐리든,법정관-408[수 2-3]
100030,025,영어회화,찰스,법정관-207[수 2-3]
100030,026,영어회화,다니엘쉐리든,법정관-112[금 3-4]
100030,027,영어회화,찰스,법정관-302[금 3-4]
100030,028,영어회화,다니엘블리드,상경관-514[화 2-3]
100030,029,영어회화,닐햄,상경관-511[화 2-3]
100030,030,영어회화,아데,상경관-515[화 2-3]
100030,031,영어회화,데이비드스크래그즈,상경관-215[화 2-3]
100030,032,영어회화,얀커트,상경관-413[수 2-3]
100030,033,영어회화,다니엘블리드,상경관-414[수 2-3]
100030,034,영어회화,제이하프,국제관-910[화 2-3]
100030,035,영어회화,해즐턴새뮤얼깁스,국제관-505[화 2-3]
100030,036,영어회화,폴포터,국제관-910[월 1-2]
100030,037,영어회화,리크레이그존,상경관-413[월 1-2]
100030,038,영어회화,다니엘쉐리든,국제관-405[화 2-3]
100030,039,영어회화,찰스,국제관-801[화 2-3]
100030,040,영어회화,얀커트,국제관-407[화 2-3]
100030,041,영어회화,케이티,국제관-910[목 2-3]
100030,042,영어회화,팀멘기니,상경관-413[목 2-3]
100030,043,영어회화,리크레이그존,국제관-910[월 5-6]
100030,044,영어회화,폴포터,국제관-405[월 5-6]
100030,045,영어회화,얀커트,국제관-405[목 2-3]
100030,046,영어회화,닐햄,국제관-404[수 2-3]
100030,047,영어회화,아데,국제관-405[수 2-3]
100030,048,영어회화,데이비드스크래그즈,국제관-910[수 2-3]
100030,049,영어회화,제이하프,국제관-801[수 2-3]
100030,050,영어회화,다니엘블리드,국제관-404[화 4-5]
100030,051,영어회화,리크레이그존,국제관-405[화 4-5]
100030,052,영어회화,팀멘기니,생활과학관-104[화 2-3]
100030,053,영어회화,리크레이그존,창의관-628[수 2-3]
100030,054,영어회화,폴포터,창의관-725[수 2-3]
100030,055,영어회화,팀멘기니,창의관-B115-1[수 2-3]
100030,056,영어회화,얀커트,창의관-717[금 3-4]
100030,057,영어회화,다니엘블리드,창의관-B115-1[금 3-4]
100030,058,영어회화,제이하프,창의관-B115-1[목 2-3]
100030,059,영어회화,케이티,창의관-620[화 2-3]
